Title,Year,Standardized Title
Endovascular Strategy or Open Repair for Ruptured Abdominal Aortic Aneurysm: One-Year Outcomes from the IMPROVE Randomized Trial,2016,deep venous interventions
Debate: Endovascular Repair of Abdominal Aortic Aneurysm - Endovascular First is the Best Strategy,2016,advanced techniques for ivc filter removal
Debate: Endovascular Repair of Abdominal Aortic Aneurysm - There is No Difference,2016,the nuts and bolts of a multicenter clinical trial
Randomized Trial of Stent versus Surgery for Asymptomatic Carotid Stenosis,2016,how to get started - perspectives from crest and crest-2
Long-Term Results of Stenting versus Endarterectomy for Carotid-Artery Stenosis,2016,trial execution - tips from the best-cli trial investigators
Long-term Results of a Randomized Controlled Trial Analyzing the Role of Systematic Pre-operative Coronary Angiography before Elective Carotid Endarterectomy in Patients with Asymptomatic Coronary Artery Disease,2016,"the end game, finishing your trial -  how we did it in nta^3ct"
Propensity Score Analysis Comparing Clinical Outcomes of Drug-Eluting vs Bare Nitinol Stents in Femoropopliteal Lesions,2016,the small multicenter randomized trial - involving your friends and neighbors
Primary Self-EXPANDing Nitinol Stenting vs Balloon Angioplasty With Optional Bailout Stenting for the Treatment of Infrapopliteal Artery Disease in Patients With Severe Intermittent Claudication or Critical Limb Ischemia (EXPAND Study),2016,patient-oriented research - a multicenter approach to pcori trials
Perioperative Bridging Anticoagulation in Patients with Atrial Fibrillation,2016,top 10 roadblocks/mistakes to a successful practice – academic
Short-Term Clinical Experience with a Dedicated Venous Nitinol Stent: Initial Results with the Sinus-Venous Stent,2016,practice management tips and tricks for young vascular surgeons
Eversion Femoral Artery Endarterectomy and Endovascular Revascularization for Critical Limb Ischemia,2016,practice management tips and tricks for young vascular surgeons
Celiac Artery Decompression with Supra-celiac Aorta to Celiac Bypass,2016,top 10 roadblocks/mistakes to a successful practice – private practice
Fenestrated-branched Endovascular Thoracoabdominal Aortic Aneurysm Repair for Chronic Dissections,2016,top 10 ways to work with other specialties
Carotid-Subclavian Transposition and Carotid-Carotid Bypass to Facilitate TEVAR,2016,top 10 ways to improve your current job (or find a new one)
Novel Technique for Ablation of Persistent Retrograde Perfusion of False Lumen in Chronic Aortic Dissection,2016,top 10 things to understand about the business side of medicine
The Knickerbocker Technique for Endovascular Exclusion of False Lumen in  Chronic Type B Aortic Dissection,2016,top 10 svs resources for young surgeons
Endovascular Retrieval of a Trapease IVC Filter,2016,leading health system change: negotiating critical conversations
Supraceliac Aorta to Common Hepatic Artery and Superior Mesenteric Artery Bypass for Chronic Mesenteric Ischemia,2016,"crucial conversations, communications and negotiations"
Femoral Vein Transposition Arteriovenous Fistula for Dialysis Access,2016,small group case presentations
Transcaval Small and Large Sheath Aortic Access,2016,step-back peer mentoring process
Interpretation of Arterial and Venous Waveforms,2016,presenter debrief: consensus concepts
Physiologic and Arterial Duplex Case Studies,2016,outline key consensus elements across case groups
Interpretation of Carotid Duplex Ultrasound,2016,importance of wire selection in crossing and treating complex lower limb disease; sponsored by abbott
Carotid Case Studies,2016,rapid thrombus removal for acute dvt: a case-based discussion; sponsored by boston scientific corporation
Interpretation of Venous Testing,2016,"meet the experts: maximizing the utilization of 3d imaging and image guidance in hybrid operating rooms:  what does a vascular surgeon need to know?, sponsored by siemens healthineers"
Venous Case Studies,2016,navigating other learners – getting the most out of fellowship
Visceral Testing: Interpretation and Case Studies,2016,how to interview and prepare fellowship applications: program director perspective
SVS/AVF Clinical Guidelines for Interventional Treatment of Deep Venous Disease,2015,how to interview and prepare fellowship applications: resident perspective
Wallstents Are Tried and True,2015,how to succeed as a fellow
New Venous-Specific Stents Are Better,2015,how vascular surgery programs differ from integrated ir and cardiology programs
Complex Iliocaval Recanalization: Endovascular vs. Surgical Options,2015,how to start a vsig
Pelvic Congestion Syndrome and Ovarian Vein Reflux: Treatment Options and Recommendations,2015,how vascular surgery programs differ from integrated ir and cardiology programs
Renal Vein Nutcracker Syndrome: Should You Stent or Operate?,2015,"tips on sub-internships, interviews, and the match process: program director perspective"
Percutaneous Management Is Now Available and FDA-Approved – Let's Do It!,2015,characterization and outcomes of reinterventions following evar
"Hold on – Just Because You Can Do It, Does Not Mean That It Helps the Patient!",2015,standard evar in patients with dilated infrarenal necks requiring a 34-36mm endograft is associated with increased risk of type 1a endoleak and stent migration
"The New Anticoagulants: What Are Their Benefits, and Which One Should I Choose?",2015,long-term analysis of endoleak onset and evolution following abdominal aortic endovascular repair using multiple grafts
"Vein Center Accreditation: Should You Do It, and Through Whom?",2015,outcomes of explants versus fenestrated-branched endovascular aortic aneurysm repair after failed endovascular aortic aneurysm repair
Top 2015 AVF Annual Meeting Clinical Paper: Prospective Long-Term Comparison of Anticoagulation Treatment versus Thrombolysis in Patients with Acute Iliofemoral Thrombosis,2015,safety and feasibility of endovascular aortic aneurysm repair as day surgery: results of a prospective trial
Top 2015 AVF Annual Meeting Research Paper: Recurrent DVT Is Pathologically Different Than Primary DVT: Mouse Model of Recurrent Venous Thrombosis in the Inferior Vena Cava,2015,hospital volume impact on patient safety indicators and failure to rescue following open abdominal aortic aneurysm repair
TEVAR in Uncomplicated TBAD: Is There a High-Risk Subgroup?,2015,three-year outcomes of the improve trial for ruptured abdominal aortic aneurysm
Timing of TEVAR for Uncomplicated TBAD: Is There a Sweet Spot?,2015,a matched cohort comparison of outcomes in patients who underwent fenestrated endovascular aortic aneurysm repair using physician-modified endovascular grafts vs company-manufactured devices
Review of Clinical Trials: Do We Need a Randomized Trial?,2015,neo-aortoiliac system (nais) procedure for infected aortobifemoral graft
LSA Revascularization in TBAD: Who Needs It?,2015,open extraction of an infected aortic endograft
Strategies for Inducing False Lumen Thrombosis,2015,hiding in plain sight: solving the aaa puzzle
Technical Tips for Treating Complicated Type B Dissections – Malperfusion/Rupture,2015,"the five things we all need to know about macra, and alternative payment systems to compete and flourish"
How to Manage Critical Branches That Arise off the False Lumen,2015,e. stanley crawford critical issues forum - how to navigate a value-based reimbursement system: what you need to know
"Retrograde Type a Dissection: Incidence, Prevention, and Management",2015,appropriate care in outpatient angio suites: how do we ensure the correct procedures get done on the right patients for the right reasons?
Spinal Cord Ischemia: Prevention and Treatment,2015,outcome registries - necessary evil or useful tool of the future: how to make them work in your practice
Management of Chronic Type B Dissections,2015,can everyone do it all?  regionalization and center accreditation: how to make it work for all of us
What Is the Role for Open Surgery – Acute and Chronic?,2015,"initial experience with lifestream balloon expandable covered stent, sponsored by bard peripheral vascular, inc."
Treatment for Type B Aortic Dissection (TBAD) – Single Center Experience,2015,"lutonix® av clinical trial update, sponsored by bard peripheral vascular, inc."
Risk Factors for Spinal Cord Ischemia After Endovascular Repair of Thoracoabdominal Aortic Aneurysms,2015,"lutonix® btk global registry update, sponsored by bard periperal vascular, inc."
Risk Factors and Outcomes of Abdominal Compartment Syndrome After Ruptured Aneurysm: A Case-Cohort Study,2015,crescendo and single tia: two different scenarios of urgent carotid revascularization
Impact of Surgeon and Hospital Experience on Outcomes of Abdominal Aortic Aneurysm Repair in New York State,2015,a propensity-matched comparison for open and endovascular treatment of post-carotid endarterectomy (cea) restenosis
Performance of Branched vs. Fenestrated Endografts for Endovascular Repair of Aortic Arch Lesions,2015,risk and outcome profile of carotid endarterectomy with proximal intervention is concerning in multi-institutional assessment
Mid-Term Outcomes Comparing Standard to Custom-Made Multi-Branched Thoracoabdominal Aortic Stent Grafts,2015,tumor-specific prognosis of mutation-positive patients with head and neck paragangliomas
Multi-Center Experience Using a Unibody Endograft for Treatment of Advanced (TASC D) Aortoiliac Occlusive Disease: An Endovascular Aorto-Bifemoral Bypass,2015,experience with surgical resection of 142 carotid body tumors and the role of preoperative embolization in a single medical center
